Date,GP,HP,NB,LR,Other,Spec_1,Spec_2,Spec_3,Repl,Kit,Total
3/26/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
3/27/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
3/28/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
3/29/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
3/30/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
3/31/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/1/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/2/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/3/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/4/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/5/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/6/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/7/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/8/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/9/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/10/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/11/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/12/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/13/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/14/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/15/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/16/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/17/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/18/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/19/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/20/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/21/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/22/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/23/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/24/2013,0,25.30123405,0,47.4199918,0,0,0,0,0,0,72.72122585
4/25/2013,0,98.37983244,0,47.4199918,0,0,0,0,0,0,145.7998242
4/26/2013,0,98.37983244,0,47.4199918,0,0,0,0,0,0,145.7998242
4/27/2013,0,98.37983244,0,47.4199918,0,0,0,0,0,0,145.7998242
4/28/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
4/29/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
4/30/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/1/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/2/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/3/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/4/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/5/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/6/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/7/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/8/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/9/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/10/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/11/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/12/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/13/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/14/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/15/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/16/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/17/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/18/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/19/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/20/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/21/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/22/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/23/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/24/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/25/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/26/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/27/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/28/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/29/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/30/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
5/31/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
6/1/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
6/2/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
6/3/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
6/4/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
6/5/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
6/6/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
6/7/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
6/8/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
6/9/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
6/10/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
6/11/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
6/12/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
6/13/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
6/14/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
6/15/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
6/16/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
6/17/2013,0,98.37983244,0,47.4199918,0,95.77711552,0,0,0,0,241.5769398
6/18/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
6/19/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
6/20/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
6/21/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
6/22/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
6/23/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
6/24/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
6/25/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
6/26/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
6/27/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
6/28/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
6/29/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
6/30/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
7/1/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
7/2/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
7/3/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
7/4/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
7/5/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
7/6/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
7/7/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
7/8/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
7/9/2013,0,98.37983244,0,48.92415962,0,95.77711552,0,0,0,0,243.0811076
7/10/2013,0,102.4361315,100,48.92415962,0,95.77711552,0,0,0,0,347.1374066
7/11/2013,0,102.4361315,100,48.92415962,0,95.77711552,0,0,0,0,347.1374066
7/12/2013,0,102.4361315,100,48.92415962,0,95.77711552,0,0,0,0,347.1374066
7/13/2013,0,102.4361315,100,48.92415962,0,95.77711552,0,0,0,0,347.1374066
7/14/2013,0,102.4361315,100,48.92415962,0,95.77711552,0,0,0,0,347.1374066
7/15/2013,0,102.4361315,100,48.92415962,0,95.77711552,0,0,0,0,347.1374066
7/16/2013,0,102.4361315,100,48.92415962,0,95.77711552,0,0,0,0,347.1374066
7/17/2013,0,102.4361315,100,48.92415962,0,95.77711552,0,0,0,0,347.1374066
7/18/2013,0,102.4361315,100,48.92415962,0,95.77711552,0,0,0,0,347.1374066
7/19/2013,0,102.4361315,100,48.92415962,0,95.77711552,0,0,0,0,347.1374066
7/20/2013,0,102.4361315,100,48.92415962,0,95.77711552,0,0,0,0,347.1374066
7/21/2013,0,102.4361315,100,48.92415962,0,95.77711552,0,0,0,0,347.1374066
7/22/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
7/23/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
7/24/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
7/25/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
7/26/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
7/27/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
7/28/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
7/29/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
7/30/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
7/31/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
8/1/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
8/2/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
8/3/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
8/4/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
8/5/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
8/6/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
8/7/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
8/8/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
8/9/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
8/10/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
8/11/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
8/12/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
8/13/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
8/14/2013,0,102.4361315,100,57.24841044,0,95.77711552,0,0,0,0,355.4616574
8/15/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
8/16/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
8/17/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
8/18/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
8/19/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
8/20/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
8/21/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
8/22/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
8/23/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
8/24/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
8/25/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
8/26/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
8/27/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
8/28/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
8/29/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
8/30/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
8/31/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
9/1/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
9/2/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
9/3/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
9/4/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
9/5/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
9/6/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
9/7/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
9/8/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
9/9/2013,0,102.7887562,100,57.24841044,0,96.16497668,0,0,0,0,356.2021433
9/10/2013,0,104.056299,100,62.61207459,0,96.16497668,0,0,0,0,362.8333503
9/11/2013,0,104.056299,100,62.61207459,0,96.16497668,0,0,0,0,362.8333503
9/12/2013,0,104.056299,100,62.61207459,0,96.16497668,0,0,0,0,362.8333503
9/13/2013,0,104.056299,100,62.61207459,0,96.16497668,0,0,0,0,362.8333503
9/14/2013,0,104.056299,100,62.61207459,0,96.16497668,0,0,0,0,362.8333503
9/15/2013,0,104.056299,100,62.61207459,0,96.16497668,0,0,0,0,362.8333503
9/16/2013,0,104.056299,100,62.61207459,0,96.16497668,0,0,0,0,362.8333503
9/17/2013,0,104.056299,100,62.61207459,0,96.16497668,0,0,0,0,362.8333503
9/18/2013,0,104.056299,100,62.61207459,0,96.16497668,0,0,0,0,362.8333503
9/19/2013,0,104.056299,100,62.61207459,0,96.16497668,0,0,0,0,362.8333503
9/20/2013,0,104.056299,100,62.61207459,0,96.16497668,0,0,0,0,362.8333503
9/21/2013,0,104.056299,100,62.61207459,0,96.16497668,0,0,0,0,362.8333503
9/22/2013,0,104.056299,100,62.61207459,0,96.16497668,0,0,0,0,362.8333503
9/23/2013,0,104.056299,100,62.61207459,0,96.16497668,0,0,0,0,362.8333503
9/24/2013,0,104.056299,100,62.61207459,0,96.16497668,0,0,0,0,362.8333503
9/25/2013,0,104.056299,100,64.08119149,0,100.3878612,0,0,0,0,368.5253517
9/26/2013,0,104.056299,100,64.08119149,0,100.3878612,0,0,0,0,368.5253517
9/27/2013,0,104.056299,100,64.08119149,0,100.3878612,0,0,0,0,368.5253517
9/28/2013,0,104.056299,100,64.08119149,0,100.3878612,0,0,0,0,368.5253517
9/29/2013,0,104.056299,100,64.08119149,0,100.3878612,0,0,0,0,368.5253517
9/30/2013,0,104.056299,100,64.08119149,0,100.3878612,0,0,0,0,368.5253517
10/1/2013,0,104.056299,100,64.08119149,0,100.3878612,0,0,0,0,368.5253517
10/2/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,0,373.4814377
10/3/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,0,373.4814377
10/4/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,0,373.4814377
10/5/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,0,373.4814377
10/6/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,0,373.4814377
10/7/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,0,373.4814377
10/8/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,0,373.4814377
10/9/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,0,373.4814377
10/10/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,0,373.4814377
10/11/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,0,373.4814377
10/12/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,0,373.4814377
10/13/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,0,373.4814377
10/14/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,0,373.4814377
10/15/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,100,473.4814377
10/16/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,100,473.4814377
10/17/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,100,473.4814377
10/18/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,100,473.4814377
10/19/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,100,473.4814377
10/20/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,100,473.4814377
10/21/2013,0,104.056299,100,69.03727756,0,100.3878612,0,0,0,100,473.4814377
10/22/2013,0,104.056299,100,69.03727756,100,100.3878612,0,0,0,100,573.4814377
10/23/2013,0,104.056299,100,69.03727756,100,100.3878612,0,0,0,100,573.4814377
10/24/2013,0,104.056299,100,69.03727756,100,100.3878612,0,0,0,100,573.4814377
10/25/2013,0,104.056299,100,69.03727756,100,100.3878612,0,0,0,100,573.4814377
10/26/2013,0,104.056299,100,69.03727756,100,100.3878612,0,0,0,100,573.4814377
10/27/2013,0,104.056299,100,69.03727756,100,100.3878612,0,0,0,100,573.4814377
10/28/2013,0,104.056299,100,69.03727756,100,100.3878612,0,0,0,100,573.4814377
10/29/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
10/30/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
10/31/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
11/1/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
11/2/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
11/3/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
11/4/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
11/5/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
11/6/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
11/7/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
11/8/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
11/9/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
11/10/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
11/11/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
11/12/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
11/13/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
11/14/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
11/15/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
11/16/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
11/17/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
11/18/2013,0,104.056299,100,71.46422059,100,100.3878612,0,0,0,100,575.9083808
11/19/2013,0,104.9319959,100,81.28968281,100,100.3878612,0,0,0,100,586.6095399
11/20/2013,0,104.9319959,100,81.28968281,100,100.3878612,0,0,0,100,586.6095399
11/21/2013,0,104.9319959,100,81.28968281,100,100.3878612,0,0,0,100,586.6095399
11/22/2013,0,104.9319959,100,81.28968281,100,100.3878612,0,0,0,100,586.6095399
11/23/2013,0,104.9319959,100,81.28968281,100,100.3878612,0,0,0,100,586.6095399
11/24/2013,0,104.9319959,100,81.28968281,100,100.3878612,0,0,0,100,586.6095399
11/25/2013,0,104.9319959,100,81.28968281,100,100.3878612,0,0,0,100,586.6095399
11/26/2013,0,104.9319959,100,81.28968281,100,100.3878612,0,0,0,100,586.6095399
11/27/2013,0,104.9319959,100,81.28968281,100,100.3878612,0,0,0,100,586.6095399
11/28/2013,0,104.9319959,100,81.28968281,100,100.3878612,0,0,0,100,586.6095399
11/29/2013,0,104.9319959,100,81.28968281,100,100.3878612,0,0,0,100,586.6095399
11/30/2013,0,104.9319959,100,81.28968281,100,100.3878612,0,0,0,100,586.6095399
12/1/2013,0,104.9319959,100,81.28968281,100,100.3878612,0,0,0,100,586.6095399
12/2/2013,0,104.9319959,100,81.28968281,100,100.3878612,0,0,0,100,586.6095399
12/3/2013,0,104.9319959,100,81.28968281,100,100.3878612,0,0,0,100,586.6095399
12/4/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/5/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/6/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/7/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/8/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/9/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/10/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/11/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/12/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/13/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/14/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/15/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/16/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/17/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/18/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/19/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/20/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/21/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/22/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/23/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/24/2013,0,104.9319959,100,134.0386184,100,100.3878612,0,0,0,100,639.3584755
12/25/2013,0,104.9319959,100,159.5215203,100,100.3878612,0,0,0,100,664.8413773
12/26/2013,0,104.9319959,100,159.5215203,100,100.3878612,0,0,0,100,664.8413773
12/27/2013,0,104.9319959,100,159.5215203,100,100.3878612,0,0,0,100,664.8413773
12/28/2013,0,104.9319959,100,159.5215203,100,100.3878612,0,0,0,100,664.8413773
12/29/2013,0,88.38159454,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,377.9390312
12/30/2013,0,88.38159454,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,377.9390312
12/31/2013,0,88.38159454,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,377.9390312
1/1/2014,0,88.38159454,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,377.9390312
1/2/2014,0,88.38159454,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,377.9390312
1/3/2014,0,88.38159454,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,377.9390312
1/4/2014,0,88.38159454,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,377.9390312
1/5/2014,0,88.38159454,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,377.9390312
1/6/2014,0,88.38159454,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,377.9390312
1/7/2014,0,88.38159454,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,377.9390312
1/8/2014,0,88.38159454,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,377.9390312
1/9/2014,0,88.38159454,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,377.9390312
1/10/2014,0,88.38159454,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,377.9390312
1/11/2014,0,88.38159454,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,377.9390312
1/12/2014,0,88.38159454,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,377.9390312
1/13/2014,0,88.38159454,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,377.9390312
1/14/2014,0,91.01134368,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,380.5687803
1/15/2014,0,91.01134368,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,380.5687803
1/16/2014,0,91.01134368,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,380.5687803
1/17/2014,0,91.01134368,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,380.5687803
1/18/2014,0,91.01134368,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,380.5687803
1/19/2014,0,91.01134368,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,380.5687803
1/20/2014,0,91.01134368,2.140058252,76.03770359,20.5532634,90.82641142,0,0,0,100,380.5687803
1/21/2014,0,91.66271875,2.140058252,76.63570864,20.5532634,90.82641142,0,0,0,100,381.8181605
1/22/2014,0,114.0274859,2.140058252,76.63570864,20.5532634,90.82641142,0,0,0,100,404.1829276
1/23/2014,0,114.0274859,2.140058252,76.63570864,20.5532634,90.82641142,0,0,0,100,404.1829276
1/24/2014,0,114.0274859,2.140058252,76.63570864,20.5532634,90.82641142,0,0,0,100,404.1829276
1/25/2014,0,114.0274859,2.140058252,76.63570864,20.5532634,90.82641142,0,0,0,100,404.1829276
1/26/2014,0,114.0274859,2.140058252,76.63570864,20.5532634,90.82641142,0,0,0,100,404.1829276
1/27/2014,0,114.0274859,2.140058252,76.63570864,20.5532634,90.82641142,0,0,0,100,404.1829276
1/28/2014,0,114.0274859,2.140058252,76.63570864,20.5532634,90.82641142,0,0,0,100,404.1829276
